Time,CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,7.523797E+02,3.019532E+03,3.905960E-02,2.668012E-01,2.365160E+03,2.278361E+03,1.227797E-01,2.013102E-01,1.476049E+03,1.289724E+03,7.662395E-02,1.139565E-01,2.359348E+03,1.933412E+03,1.224780E-01,1.708318E-01,1.467408E+03,1.439119E+03,7.617539E-02,1.271564E-01
00:20:00,7.515672E+02,3.014437E+03,3.901742E-02,2.663511E-01,2.364855E+03,2.262920E+03,1.227639E-01,1.999459E-01,1.475888E+03,1.281062E+03,7.661558E-02,1.131913E-01,2.359035E+03,1.922368E+03,1.224617E-01,1.698561E-01,1.467246E+03,1.426344E+03,7.616700E-02,1.260276E-01
00:30:00,7.507602E+02,3.009461E+03,3.897552E-02,2.659114E-01,2.364552E+03,2.247798E+03,1.227481E-01,1.986098E-01,1.475728E+03,1.272571E+03,7.660726E-02,1.124410E-01,2.358724E+03,1.911574E+03,1.224456E-01,1.689023E-01,1.467086E+03,1.413993E+03,7.615866E-02,1.249364E-01
00:40:00,7.499585E+02,3.004592E+03,3.893390E-02,2.654812E-01,2.364251E+03,2.232982E+03,1.227325E-01,1.973007E-01,1.475569E+03,1.264244E+03,7.659901E-02,1.117053E-01,2.358415E+03,1.901017E+03,1.224295E-01,1.679696E-01,1.466926E+03,1.402035E+03,7.615039E-02,1.238798E-01
00:50:00,7.491622E+02,2.999823E+03,3.889256E-02,2.650598E-01,2.363953E+03,2.218460E+03,1.227170E-01,1.960176E-01,1.475411E+03,1.256076E+03,7.659081E-02,1.109835E-01,2.358108E+03,1.890688E+03,1.224136E-01,1.670570E-01,1.466768E+03,1.390443E+03,7.614217E-02,1.228556E-01
01:00:00,7.483711E+02,2.995146E+03,3.885149E-02,2.646466E-01,2.363656E+03,2.204223E+03,1.227016E-01,1.947597E-01,1.475254E+03,1.248061E+03,7.658268E-02,1.102754E-01,2.357803E+03,1.880580E+03,1.223978E-01,1.661638E-01,1.466611E+03,1.379192E+03,7.613401E-02,1.218615E-01
01:10:00,7.484254E+02,2.990709E+03,3.885431E-02,2.642546E-01,2.363680E+03,2.190410E+03,1.227029E-01,1.935392E-01,1.475267E+03,1.240281E+03,7.658337E-02,1.095879E-01,2.357828E+03,1.870850E+03,1.223991E-01,1.653041E-01,1.466624E+03,1.368352E+03,7.613470E-02,1.209037E-01
01:20:00,7.484793E+02,2.986352E+03,3.885711E-02,2.638696E-01,2.363704E+03,2.176944E+03,1.227041E-01,1.923493E-01,1.475280E+03,1.232695E+03,7.658405E-02,1.089177E-01,2.357852E+03,1.861405E+03,1.224003E-01,1.644696E-01,1.466638E+03,1.357861E+03,7.613539E-02,1.199768E-01
01:30:00,7.485329E+02,2.982072E+03,3.885989E-02,2.634914E-01,2.363728E+03,2.163820E+03,1.227054E-01,1.911898E-01,1.475293E+03,1.225302E+03,7.658472E-02,1.082645E-01,2.357877E+03,1.852240E+03,1.224016E-01,1.636598E-01,1.466651E+03,1.347706E+03,7.613606E-02,1.190795E-01
01:40:00,7.485860E+02,2.977865E+03,3.886265E-02,2.631198E-01,2.363751E+03,2.151036E+03,1.227066E-01,1.900602E-01,1.475306E+03,1.218101E+03,7.658539E-02,1.076283E-01,2.357901E+03,1.843356E+03,1.224028E-01,1.628748E-01,1.466663E+03,1.337872E+03,7.613673E-02,1.182106E-01
01:50:00,7.486388E+02,2.973731E+03,3.886539E-02,2.627545E-01,2.363775E+03,2.138590E+03,1.227078E-01,1.889606E-01,1.475319E+03,1.211093E+03,7.658605E-02,1.070090E-01,2.357924E+03,1.834750E+03,1.224041E-01,1.621144E-01,1.466676E+03,1.328349E+03,7.613739E-02,1.173692E-01
02:00:00,7.486912E+02,2.969668E+03,3.886811E-02,2.623955E-01,2.363797E+03,2.126481E+03,1.227090E-01,1.878907E-01,1.475332E+03,1.204276E+03,7.658670E-02,1.064068E-01,2.357948E+03,1.826422E+03,1.224053E-01,1.613786E-01,1.466689E+03,1.319127E+03,7.613805E-02,1.165545E-01
02:10:00,7.487433E+02,2.965674E+03,3.887081E-02,2.620426E-01,2.363820E+03,2.114630E+03,1.227101E-01,1.868435E-01,1.475344E+03,1.197605E+03,7.658735E-02,1.058173E-01,2.357971E+03,1.818296E+03,1.224065E-01,1.606607E-01,1.466701E+03,1.310152E+03,7.613870E-02,1.157614E-01
02:20:00,7.487950E+02,2.961750E+03,3.887350E-02,2.616959E-01,2.363843E+03,2.103035E+03,1.227113E-01,1.858191E-01,1.475356E+03,1.191078E+03,7.658799E-02,1.052406E-01,2.357994E+03,1.810372E+03,1.224077E-01,1.599606E-01,1.466714E+03,1.301415E+03,7.613934E-02,1.149894E-01
02:30:00,7.488463E+02,2.957893E+03,3.887616E-02,2.613551E-01,2.363865E+03,2.091695E+03,1.227125E-01,1.848171E-01,1.475369E+03,1.184695E+03,7.658862E-02,1.046767E-01,2.358017E+03,1.802649E+03,1.224089E-01,1.592781E-01,1.466726E+03,1.292909E+03,7.613997E-02,1.142379E-01
02:40:00,7.488973E+02,2.954103E+03,3.887881E-02,2.610203E-01,2.363887E+03,2.080607E+03,1.227136E-01,1.838374E-01,1.475381E+03,1.178456E+03,7.658925E-02,1.041254E-01,2.358039E+03,1.795123E+03,1.224100E-01,1.586132E-01,1.466738E+03,1.284627E+03,7.614060E-02,1.135062E-01
02:50:00,7.489479E+02,2.950379E+03,3.888144E-02,2.606912E-01,2.363909E+03,2.069766E+03,1.227147E-01,1.828795E-01,1.475393E+03,1.172359E+03,7.658987E-02,1.035866E-01,2.358062E+03,1.787793E+03,1.224112E-01,1.579655E-01,1.466750E+03,1.276563E+03,7.614123E-02,1.127937E-01
03:00:00,7.489982E+02,2.946718E+03,3.888405E-02,2.603677E-01,2.363931E+03,2.059170E+03,1.227159E-01,1.819434E-01,1.475404E+03,1.166402E+03,7.659049E-02,1.030603E-01,2.358084E+03,1.780657E+03,1.224124E-01,1.573350E-01,1.466762E+03,1.268710E+03,7.614184E-02,1.120998E-01
03:10:00,7.490482E+02,2.943120E+03,3.888664E-02,2.600498E-01,2.363952E+03,2.048738E+03,1.227170E-01,1.810216E-01,1.475416E+03,1.160535E+03,7.659110E-02,1.025420E-01,2.358106E+03,1.773635E+03,1.224135E-01,1.567146E-01,1.466774E+03,1.261015E+03,7.614245E-02,1.114199E-01
03:20:00,7.490978E+02,2.939583E+03,3.888922E-02,2.597373E-01,2.363973E+03,2.038465E+03,1.227181E-01,1.801139E-01,1.475428E+03,1.154759E+03,7.659170E-02,1.020316E-01,2.358128E+03,1.766725E+03,1.224146E-01,1.561040E-01,1.466785E+03,1.253471E+03,7.614306E-02,1.107534E-01
03:30:00,7.491470E+02,2.936104E+03,3.889177E-02,2.594299E-01,2.363994E+03,2.028348E+03,1.227192E-01,1.792200E-01,1.475439E+03,1.149069E+03,7.659230E-02,1.015289E-01,2.358149E+03,1.759921E+03,1.224158E-01,1.555029E-01,1.466797E+03,1.246073E+03,7.614366E-02,1.100997E-01
03:40:00,7.491960E+02,2.932681E+03,3.889431E-02,2.591275E-01,2.364015E+03,2.018379E+03,1.227203E-01,1.783392E-01,1.475451E+03,1.143463E+03,7.659290E-02,1.010335E-01,2.358171E+03,1.753220E+03,1.224169E-01,1.549108E-01,1.466808E+03,1.238813E+03,7.614426E-02,1.094583E-01
03:50:00,7.492446E+02,2.929310E+03,3.889684E-02,2.588297E-01,2.364036E+03,2.008553E+03,1.227213E-01,1.774710E-01,1.475462E+03,1.137937E+03,7.659349E-02,1.005452E-01,2.358192E+03,1.746616E+03,1.224180E-01,1.543273E-01,1.466820E+03,1.231686E+03,7.614485E-02,1.088285E-01
04:00:00,7.492928E+02,2.925990E+03,3.889934E-02,2.585364E-01,2.364057E+03,1.998865E+03,1.227224E-01,1.766150E-01,1.475473E+03,1.132488E+03,7.659407E-02,1.000638E-01,2.358213E+03,1.740104E+03,1.224191E-01,1.537520E-01,1.466831E+03,1.224684E+03,7.614543E-02,1.082099E-01
04:10:00,7.493408E+02,2.922718E+03,3.890183E-02,2.582472E-01,2.364077E+03,1.989388E+03,1.227235E-01,1.757777E-01,1.475485E+03,1.127162E+03,7.659465E-02,9.959320E-02,2.358234E+03,1.733757E+03,1.224202E-01,1.531912E-01,1.466842E+03,1.217851E+03,7.614601E-02,1.076061E-01
04:20:00,7.493884E+02,2.919492E+03,3.890430E-02,2.579622E-01,2.364097E+03,1.980117E+03,1.227245E-01,1.749585E-01,1.475496E+03,1.121955E+03,7.659522E-02,9.913315E-02,2.358255E+03,1.727564E+03,1.224212E-01,1.526440E-01,1.466853E+03,1.211182E+03,7.614658E-02,1.070169E-01
04:30:00,7.494357E+02,2.916311E+03,3.890676E-02,2.576811E-01,2.364117E+03,1.971048E+03,1.227256E-01,1.741572E-01,1.475507E+03,1.116866E+03,7.659579E-02,9.868351E-02,2.358275E+03,1.721527E+03,1.224223E-01,1.521105E-01,1.466864E+03,1.204671E+03,7.614715E-02,1.064416E-01
04:40:00,7.494826E+02,2.913173E+03,3.890920E-02,2.574039E-01,2.364137E+03,1.962181E+03,1.227266E-01,1.733738E-01,1.475517E+03,1.111893E+03,7.659635E-02,9.824418E-02,2.358296E+03,1.715646E+03,1.224234E-01,1.515909E-01,1.466875E+03,1.198317E+03,7.614772E-02,1.058802E-01
04:50:00,7.495293E+02,2.910078E+03,3.891162E-02,2.571304E-01,2.364157E+03,1.953513E+03,1.227276E-01,1.726079E-01,1.475528E+03,1.107037E+03,7.659691E-02,9.781508E-02,2.358316E+03,1.709921E+03,1.224244E-01,1.510851E-01,1.466886E+03,1.192116E+03,7.614828E-02,1.053323E-01
05:00:00,7.495756E+02,2.907027E+03,3.891402E-02,2.568608E-01,2.364177E+03,1.945043E+03,1.227286E-01,1.718595E-01,1.475539E+03,1.102296E+03,7.659746E-02,9.739617E-02,2.358336E+03,1.704352E+03,1.224254E-01,1.505930E-01,1.466897E+03,1.186066E+03,7.614883E-02,1.047977E-01
05:10:00,7.496216E+02,2.904018E+03,3.891641E-02,2.565950E-01,2.364196E+03,1.937024E+03,1.227296E-01,1.711510E-01,1.475549E+03,1.097819E+03,7.659801E-02,9.700061E-02,2.358356E+03,1.699178E+03,1.224265E-01,1.501358E-01,1.466907E+03,1.180314E+03,7.614938E-02,1.042896E-01
05:20:00,7.496673E+02,2.901143E+03,3.891879E-02,2.563410E-01,2.364215E+03,1.930611E+03,1.227306E-01,1.705843E-01,1.475560E+03,1.101849E+03,7.659856E-02,9.735668E-02,2.358376E+03,1.696210E+03,1.224275E-01,1.498736E-01,1.466918E+03,1.175467E+03,7.614993E-02,1.038612E-01
05:30:00,7.497127E+02,2.898753E+03,3.892114E-02,2.561298E-01,2.364234E+03,1.926000E+03,1.227316E-01,1.701770E-01,1.475570E+03,1.119033E+03,7.659910E-02,9.887514E-02,2.358395E+03,1.695311E+03,1.224285E-01,1.497942E-01,1.466928E+03,1.171608E+03,7.615047E-02,1.035203E-01
05:40:00,7.497578E+02,2.897358E+03,3.892348E-02,2.560065E-01,2.364253E+03,1.923531E+03,1.227326E-01,1.699589E-01,1.475581E+03,1.152827E+03,7.659963E-02,1.018613E-01,2.358414E+03,1.697005E+03,1.224295E-01,1.499440E-01,1.466938E+03,1.168882E+03,7.615100E-02,1.032795E-01
