Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 10/09  21:00:00,11205881.415921549,11205881.415921549,0.0 
 10/09  22:00:00,11205881.415921549,11205881.415921549,0.0 
 10/09  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/09  24:00:00,10093157.415921549,10093157.415921549,0.0 
 10/10  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/10  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/10  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/10  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/10  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/10  06:00:00,37109224.00225578,37109224.00225578,4854703.455428148 
 10/10  07:00:00,46507162.99980972,46507162.99980971,2337232.141521509 
 10/10  08:00:00,46894360.04561981,46894360.0456198,0.0 
 10/10  09:00:00,41250085.7619584,41250085.7619584,0.0 
 10/10  10:00:00,38583532.89009768,38583532.89009767,0.0 
 10/10  11:00:00,37078201.22827431,37078201.22827431,0.0 
 10/10  12:00:00,39136004.647427689,39136004.647427689,0.0 
 10/10  13:00:00,35395653.30810973,35395653.30810972,0.0 
 10/10  14:00:00,34211964.424731839,34211964.42473183,0.0 
 10/10  15:00:00,33476024.14952529,33476024.14952528,0.0 
 10/10  16:00:00,33067694.46021647,33067694.460216468,0.0 
 10/10  17:00:00,29481715.77291397,29481715.772913975,0.0 
 10/10  18:00:00,27395437.312387974,27395437.312387974,0.0 
 10/10  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/10  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/10  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/10  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/10  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/10  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/11  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/11  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/11  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/11  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/11  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/11  06:00:00,36345934.274484898,36345934.274484898,5768542.687716486 
 10/11  07:00:00,46206177.68309867,46206177.68309866,11600106.87512634 
 10/11  08:00:00,48633432.75923859,48633432.75923859,0.0 
 10/11  09:00:00,44751880.23896877,44751880.23896876,0.0 
 10/11  10:00:00,42751241.057519529,42751241.05751952,0.0 
 10/11  11:00:00,39403488.93051287,39403488.93051286,0.0 
 10/11  12:00:00,41014099.02205459,41014099.02205458,0.0 
 10/11  13:00:00,36204731.85421003,36204731.85421001,0.0 
 10/11  14:00:00,35698922.88994196,35698922.88994196,0.0 
 10/11  15:00:00,35516047.50261612,35516047.50261612,0.0 
 10/11  16:00:00,35888611.03013982,35888611.03013982,0.0 
 10/11  17:00:00,34569445.31473546,34569445.31473546,0.0 
 10/11  18:00:00,30927034.98889719,30927034.98889719,0.0 
 10/11  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/11  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/11  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/11  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/11  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/11  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/12  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/12  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/12  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/12  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/12  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/12  06:00:00,33360910.24655526,33360910.246555255,3838945.27405271 
 10/12  07:00:00,44247492.66282204,44247492.66282204,4466591.697149687 
 10/12  08:00:00,46379466.48004984,46379466.48004984,0.0 
 10/12  09:00:00,41329460.718380827,41329460.718380827,0.0 
 10/12  10:00:00,38230697.70312715,38230697.70312715,0.0 
 10/12  11:00:00,35428483.34447587,35428483.344475869,0.0 
 10/12  12:00:00,37319405.94684706,37319405.94684706,0.0 
 10/12  13:00:00,34514753.463976759,34514753.46397674,0.0 
 10/12  14:00:00,34228200.51495003,34228200.51495002,0.0 
 10/12  15:00:00,33416218.577228436,33416218.577228436,0.0 
 10/12  16:00:00,32888175.142996789,32888175.142996789,0.0 
 10/12  17:00:00,29716554.491737088,29716554.491737084,0.0 
 10/12  18:00:00,28283461.91755234,28283461.917552346,0.0 
 10/12  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/12  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/12  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/12  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/12  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/12  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/13  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/13  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/13  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/13  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/13  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/13  06:00:00,36561132.35512554,36561132.35512554,9345143.141506866 
 10/13  07:00:00,46258246.49612426,46258246.49612425,19377746.211769675 
 10/13  08:00:00,50958749.078467417,50958749.07846741,2203485.53044449 
 10/13  09:00:00,44517341.87398116,44517341.87398116,665596.0818449847 
 10/13  10:00:00,40364268.48653509,40364268.48653509,0.0 
 10/13  11:00:00,36405830.02499343,36405830.02499343,0.0 
 10/13  12:00:00,36451021.76996766,36451021.76996765,0.0 
 10/13  13:00:00,34359902.36126087,34359902.36126086,0.0 
 10/13  14:00:00,34023989.538057338,34023989.53805733,0.0 
 10/13  15:00:00,32773382.491526486,32773382.49152649,0.0 
 10/13  16:00:00,32316261.88486805,32316261.884868049,0.0 
 10/13  17:00:00,27184324.90975876,27184324.90975876,0.0 
 10/13  18:00:00,25818939.82103613,25818939.821036128,0.0 
 10/13  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/13  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/13  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/13  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/13  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/13  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/14  01:00:00,10093157.415921549,10093157.415921549,0.0 
 10/14  02:00:00,10093157.415921549,10093157.415921549,0.0 
 10/14  03:00:00,10093157.415921549,10093157.415921549,0.0 
 10/14  04:00:00,10093157.415921549,10093157.415921549,0.0 
 10/14  05:00:00,10093157.415921549,10093157.415921549,0.0 
 10/14  06:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  07:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  08:00:00,10087763.396359709,10087763.396359709,0.0 
 10/14  09:00:00,7686792.544587092,7686792.544587091,0.0 
 10/14  10:00:00,7643451.578739948,7643451.578739947,0.0 
 10/14  11:00:00,7633837.0545905749,7633837.0545905739,0.0 
 10/14  12:00:00,7630355.468821035,7630355.468821035,0.0 
 10/14  13:00:00,7683274.013951162,7683274.013951162,0.0 
 10/14  14:00:00,7655685.71856614,7655685.718566138,0.0 
 10/14  15:00:00,7647326.471479862,7647326.471479862,0.0 
 10/14  16:00:00,7646717.600889603,7646717.600889601,0.0 
 10/14  17:00:00,7877028.82691108,7877028.82691108,0.0 
 10/14  18:00:00,10111481.415921549,10111481.415921549,0.0 
 10/14  19:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  20:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  21:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  22:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/14  24:00:00,10093157.415921549,10093157.415921549,0.0 
 10/15  01:00:00,10093157.415921549,10093157.415921549,0.0 
 10/15  02:00:00,10093157.415921549,10093157.415921549,0.0 
 10/15  03:00:00,10093157.415921549,10093157.415921549,0.0 
 10/15  04:00:00,10093157.415921549,10093157.415921549,0.0 
 10/15  05:00:00,10093157.415921549,10093157.415921549,0.0 
 10/15  06:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  07:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  08:00:00,10111481.415921549,10111481.415921549,0.0 
 10/15  09:00:00,7759945.3326188889,7759945.332618887,0.0 
 10/15  10:00:00,7561427.718841958,7561427.718841957,0.0 
 10/15  11:00:00,7562073.53429861,7562073.53429861,0.0 
 10/15  12:00:00,7231422.173627353,7231422.173627353,0.0 
 10/15  13:00:00,6664656.796125221,6664656.796125221,0.0 
 10/15  14:00:00,6698260.97849972,6698260.97849972,0.0 
 10/15  15:00:00,6787699.511347307,6787699.511347307,0.0 
 10/15  16:00:00,6939666.803187021,6939666.803187021,0.0 
 10/15  17:00:00,7022681.415921549,7022681.415921549,0.0 
 10/15  18:00:00,9961481.415921549,9961481.415921549,0.0 
 10/15  19:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  20:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  21:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  22:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/15  24:00:00,10093157.415921549,10093157.415921549,0.0 
 10/16  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/16  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/16  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/16  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/16  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/16  06:00:00,38147861.21196868,38147861.21196868,9291643.914799825 
 10/16  07:00:00,48566809.31535758,48566809.31535758,5008832.085335398 
 10/16  08:00:00,50065383.55029032,50065383.550290327,0.0 
 10/16  09:00:00,45120096.77843308,45120096.77843308,0.0 
 10/16  10:00:00,42793620.69260931,42793620.692609298,0.0 
 10/16  11:00:00,40811884.11249595,40811884.112495947,0.0 
 10/16  12:00:00,43444829.40553015,43444829.40553015,0.0 
 10/16  13:00:00,39321239.76508801,39321239.765088,0.0 
 10/16  14:00:00,39172108.70676157,39172108.706761557,0.0 
 10/16  15:00:00,38219817.727267149,38219817.72726714,0.0 
 10/16  16:00:00,38876323.348524827,38876323.348524827,0.0 
 10/16  17:00:00,38826365.07503727,38826365.07503727,0.0 
 10/16  18:00:00,35457861.90542641,35457861.905426409,0.0 
 10/16  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/16  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/16  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/16  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/16  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/16  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/17  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/17  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/17  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/17  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/17  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/17  06:00:00,35840991.728982228,35840991.728982228,4634168.808563234 
 10/17  07:00:00,46887265.35749011,46887265.3574901,1930807.2992598117 
 10/17  08:00:00,48547377.73821962,48547377.73821962,0.0 
 10/17  09:00:00,42128089.72920596,42128089.72920596,0.0 
 10/17  10:00:00,41470921.47582784,41470921.475827839,0.0 
 10/17  11:00:00,40707469.00595479,40707469.00595477,0.0 
 10/17  12:00:00,43851886.51745788,43851886.51745787,0.0 
 10/17  13:00:00,38602211.32515752,38602211.32515752,0.0 
 10/17  14:00:00,38694101.94594711,38694101.9459471,0.0 
 10/17  15:00:00,38903488.186921637,38903488.186921637,0.0 
 10/17  16:00:00,39496849.26900636,39496849.26900636,0.0 
 10/17  17:00:00,39844759.59335398,39844759.59335398,0.0 
 10/17  18:00:00,36562971.45610613,36562971.45610611,0.0 
 10/17  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/17  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/17  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/17  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/17  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/17  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/18  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/18  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/18  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/18  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/18  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/18  06:00:00,35674532.208396937,35674532.20839693,4619665.787194454 
 10/18  07:00:00,46695272.6398996,46695272.6398996,4737171.132846227 
 10/18  08:00:00,48211694.075510058,48211694.07551005,0.0 
 10/18  09:00:00,41675066.239650737,41675066.23965072,0.0 
 10/18  10:00:00,40432070.26938075,40432070.26938074,0.0 
 10/18  11:00:00,39152235.46097592,39152235.46097592,0.0 
 10/18  12:00:00,42479067.79802096,42479067.79802096,0.0 
 10/18  13:00:00,38149774.252955768,38149774.25295576,0.0 
 10/18  14:00:00,38426509.94217071,38426509.94217072,0.0 
 10/18  15:00:00,38286238.263341,38286238.26334101,0.0 
 10/18  16:00:00,38456982.33757204,38456982.33757204,0.0 
 10/18  17:00:00,38718003.10278856,38718003.10278855,0.0 
 10/18  18:00:00,35794925.86393363,35794925.86393362,0.0 
 10/18  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/18  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/18  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/18  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/18  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/18  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/19  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/19  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/19  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/19  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/19  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/19  06:00:00,34905275.713393408,34905275.7133934,4245740.019866576 
 10/19  07:00:00,46605964.25420409,46605964.25420408,5125868.28415268 
 10/19  08:00:00,48955504.79485488,48955504.79485487,0.0 
 10/19  09:00:00,43789194.191654067,43789194.191654067,0.0 
 10/19  10:00:00,42702556.93650223,42702556.93650223,0.0 
 10/19  11:00:00,40768678.45051975,40768678.45051975,0.0 
 10/19  12:00:00,44202595.249792229,44202595.24979222,0.0 
 10/19  13:00:00,38641620.993448387,38641620.99344838,0.0 
 10/19  14:00:00,39076139.17838466,39076139.178384657,0.0 
 10/19  15:00:00,39384484.33571222,39384484.33571221,0.0 
 10/19  16:00:00,39540928.94141909,39540928.941419098,0.0 
 10/19  17:00:00,39792318.319446939,39792318.319446939,0.0 
 10/19  18:00:00,36179016.11222427,36179016.112224269,0.0 
 10/19  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/19  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/19  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/19  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/19  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/19  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/20  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/20  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/20  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/20  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/20  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/20  06:00:00,34051044.5374105,34051044.5374105,3868268.6233771315 
 10/20  07:00:00,46187334.937687639,46187334.93768763,1222802.2769127095 
 10/20  08:00:00,46980513.424664568,46980513.42466455,0.0 
 10/20  09:00:00,40633450.64607745,40633450.64607745,0.0 
 10/20  10:00:00,39144959.73943608,39144959.739436078,0.0 
 10/20  11:00:00,37278306.9039396,37278306.90393959,0.0 
 10/20  12:00:00,39270353.95102153,39270353.95102153,0.0 
 10/20  13:00:00,34561528.857834089,34561528.85783408,0.0 
 10/20  14:00:00,34552157.80304477,34552157.803044769,0.0 
 10/20  15:00:00,34242899.29890441,34242899.298904407,0.0 
 10/20  16:00:00,34842936.76553297,34842936.76553296,0.0 
 10/20  17:00:00,35672432.866337109,35672432.866337109,0.0 
 10/20  18:00:00,34257917.19020532,34257917.19020532,0.0 
 10/20  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/20  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/20  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/20  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/20  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/20  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/21  01:00:00,10093157.415921549,10093157.415921549,0.0 
 10/21  02:00:00,10093157.415921549,10093157.415921549,0.0 
 10/21  03:00:00,10093157.415921549,10093157.415921549,0.0 
 10/21  04:00:00,10093157.415921549,10093157.415921549,0.0 
 10/21  05:00:00,10093157.415921549,10093157.415921549,0.0 
 10/21  06:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  07:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  08:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  09:00:00,7877877.599231153,7877877.599231152,0.0 
 10/21  10:00:00,7672397.404931326,7672397.404931326,0.0 
 10/21  11:00:00,7560781.903385304,7560781.903385304,0.0 
 10/21  12:00:00,7610617.968665369,7610617.968665367,0.0 
 10/21  13:00:00,7593615.229073064,7593615.229073064,0.0 
 10/21  14:00:00,7667587.834398273,7667587.834398272,0.0 
 10/21  15:00:00,7753386.168302839,7753386.168302839,0.0 
 10/21  16:00:00,7739030.755420277,7739030.755420277,0.0 
 10/21  17:00:00,7916905.430661884,7916905.430661884,0.0 
 10/21  18:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  19:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  20:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  21:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  22:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/21  24:00:00,10093157.415921549,10093157.415921549,0.0 
 10/22  01:00:00,10093157.415921549,10093157.415921549,0.0 
 10/22  02:00:00,10093157.415921549,10093157.415921549,0.0 
 10/22  03:00:00,10093157.415921549,10093157.415921549,0.0 
 10/22  04:00:00,10448185.631567125,10448185.63156712,358621.8147372251 
 10/22  05:00:00,11255570.559572922,11255570.559572919,2629900.070213191 
 10/22  06:00:00,13401675.83178487,13401675.83178487,3943675.9293267678 
 10/22  07:00:00,13881508.553359628,13881508.553359626,4946564.134151415 
 10/22  08:00:00,14225882.841658503,14225882.841658503,5498676.055768739 
 10/22  09:00:00,10130132.931068978,10130132.931068976,5037790.062343861 
 10/22  10:00:00,9047987.604113853,9047987.604113853,4048786.3072115576 
 10/22  11:00:00,8690122.257467419,8690122.257467419,2399640.060430295 
 10/22  12:00:00,8260702.586415445,8260702.586415444,628534.3077962684 
 10/22  13:00:00,8012512.534715312,8012512.534715312,780030.5761528103 
 10/22  14:00:00,8485511.129907947,8485511.129907947,0.0 
 10/22  15:00:00,8885148.578042876,8885148.578042875,0.0 
 10/22  16:00:00,8852412.429137815,8852412.429137815,0.0 
 10/22  17:00:00,9868800.635685528,9868800.63568553,272598.73391802326 
 10/22  18:00:00,14494976.24076962,14494976.240769618,176997.88683920043 
 10/22  19:00:00,13390608.567668852,13390608.567668852,4338490.402644858 
 10/22  20:00:00,13097615.727386576,13097615.727386576,4141963.1754270147 
 10/22  21:00:00,13059051.040210439,13059051.040210437,7268132.395202015 
 10/22  22:00:00,13362052.971788656,13362052.971788658,6041061.307970227 
 10/22  23:00:00,13376541.578078403,13376541.578078404,7401989.827402939 
 10/22  24:00:00,12250388.854166665,12250388.854166665,6319657.756581082 
 10/23  01:00:00,15011593.269282902,15011593.2692829,6806560.9062216789 
 10/23  02:00:00,15088002.727472568,15088002.727472568,4663492.607895061 
 10/23  03:00:00,16097944.621268774,16097944.62126877,2934845.743793215 
 10/23  04:00:00,16584977.12613573,16584977.126135728,106032.76072751834 
 10/23  05:00:00,17808590.054854148,17808590.054854148,148781.6126421722 
 10/23  06:00:00,42489927.87873033,42489927.87873033,51410990.68518909 
 10/23  07:00:00,46674364.583266999,46674364.58326699,67565873.74868298 
 10/23  08:00:00,58758992.178319428,58758992.178319428,29153865.904120566 
 10/23  09:00:00,56131453.20049462,56131453.200494628,20637202.644197626 
 10/23  10:00:00,54806266.16093264,54806266.16093263,13190131.400060047 
 10/23  11:00:00,53855722.75963142,53855722.759631428,7166476.479932795 
 10/23  12:00:00,53328357.420362208,53328357.420362208,14205441.137643269 
 10/23  13:00:00,51905835.71231301,51905835.712313029,3477991.8286124665 
 10/23  14:00:00,51406736.04234874,51406736.04234874,2038959.7790342 
 10/23  15:00:00,50399213.974086,50399213.974086,1041885.4848787137 
 10/23  16:00:00,50234863.088776517,50234863.08877651,613944.8332085256 
 10/23  17:00:00,47630044.511025648,47630044.511025648,9803374.071449507 
 10/23  18:00:00,44841430.511681247,44841430.51168123,5001701.686393406 
 10/23  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/23  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/23  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/23  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/23  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/23  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/24  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/24  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/24  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/24  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/24  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/24  06:00:00,42273176.99962456,42273176.99962456,14377480.035791157 
 10/24  07:00:00,50801747.27067622,50801747.27067622,17696850.77399436 
 10/24  08:00:00,56219204.66842712,56219204.6684271,1631525.171990155 
 10/24  09:00:00,51141594.04260197,51141594.04260197,252542.791991689 
 10/24  10:00:00,49105364.28151808,49105364.281518068,0.0 
 10/24  11:00:00,46587769.74548892,46587769.74548892,0.0 
 10/24  12:00:00,48936355.00505692,48936355.0050569,0.0 
 10/24  13:00:00,43788707.89495997,43788707.89495996,0.0 
 10/24  14:00:00,42635775.801240209,42635775.801240209,0.0 
 10/24  15:00:00,42968358.80245769,42968358.80245769,0.0 
 10/24  16:00:00,43247395.43142994,43247395.43142994,0.0 
 10/24  17:00:00,43637280.05444,43637280.05443999,0.0 
 10/24  18:00:00,40408980.46046852,40408980.46046852,34106.11870796686 
 10/24  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/24  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/24  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/24  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/24  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/24  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/25  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/25  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/25  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/25  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/25  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/25  06:00:00,39446551.371490437,39446551.371490437,22083634.4312424 
 10/25  07:00:00,47413672.22237518,47413672.22237518,37968675.5384862 
 10/25  08:00:00,57505398.5654858,57505398.56548579,8121957.699484842 
 10/25  09:00:00,54946573.85104968,54946573.85104966,4956917.591506509 
 10/25  10:00:00,52379187.95042895,52379187.95042895,3686005.5969101956 
 10/25  11:00:00,50156193.78134348,50156193.78134348,2465983.7528547879 
 10/25  12:00:00,50579517.68683214,50579517.68683213,12331738.642623309 
 10/25  13:00:00,49336301.01717046,49336301.017170447,1427313.9817251892 
 10/25  14:00:00,49416074.53699489,49416074.5369949,827828.2434636239 
 10/25  15:00:00,48820409.12308825,48820409.12308826,420549.9561977659 
 10/25  16:00:00,49078660.14703124,49078660.14703123,517699.8785596226 
 10/25  17:00:00,46041190.24868103,46041190.24868103,15901441.837343846 
 10/25  18:00:00,43659024.7803864,43659024.780386399,8444160.232169604 
 10/25  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/25  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/25  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/25  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/25  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/25  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/26  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/26  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/26  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/26  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/26  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/26  06:00:00,21142764.71390551,21142764.713905507,65364202.36402376 
 10/26  07:00:00,23539658.69652781,23539658.696527807,92818625.67225173 
 10/26  08:00:00,35580521.89753943,35580521.89753943,58040749.21490179 
 10/26  09:00:00,33123896.987871846,33123896.98787184,51757348.4253498 
 10/26  10:00:00,31295243.41847872,31295243.418478718,47439421.28127577 
 10/26  11:00:00,31015209.68229666,31015209.682296654,43591829.321673739 
 10/26  12:00:00,49432403.41178341,49432403.411783408,11354788.326716107 
 10/26  13:00:00,44348030.81883769,44348030.81883769,2019533.5757743782 
 10/26  14:00:00,43692705.95294306,43692705.95294305,1363454.3253533594 
 10/26  15:00:00,43285597.4550463,43285597.45504629,1056500.188889831 
 10/26  16:00:00,44351524.75799553,44351524.757995549,763665.6356420344 
 10/26  17:00:00,37680153.046135339,37680153.046135339,30830814.02441679 
 10/26  18:00:00,19948327.444222344,19948327.44422234,60711694.412327218 
 10/26  19:00:00,13931418.059538957,13931418.059538952,0.0 
 10/26  20:00:00,12669894.910823152,12669894.910823152,0.0 
 10/26  21:00:00,12669894.910823152,12669894.910823152,0.0 
 10/26  22:00:00,11534524.076916654,11534524.076916654,0.0 
 10/26  23:00:00,11205881.415921549,11205881.415921549,0.0 
 10/26  24:00:00,13158423.644994012,13158423.64499401,0.0 
 10/27  01:00:00,13158423.644994012,13158423.64499401,0.0 
 10/27  02:00:00,13158423.644994012,13158423.64499401,0.0 
 10/27  03:00:00,13158423.644994012,13158423.64499401,0.0 
 10/27  04:00:00,13158423.644994012,13158423.64499401,0.0 
 10/27  05:00:00,13970526.588477325,13970526.588477325,0.0 
 10/27  06:00:00,21142764.71390551,21142764.713905507,79580278.88916996 
 10/27  07:00:00,23539658.69652781,23539658.696527807,107998948.01430553 
 10/27  08:00:00,35580521.89753943,35580521.89753943,74068605.7388562 
 10/27  09:00:00,32933446.399543048,32933446.39954304,67528379.02894467 
 10/27  10:00:00,31215438.759790429,31215438.759790429,58182157.81169543 
 10/27  11:00:00,31188132.799825513,31188132.79982551,50102785.27509779 
